SourceYear,SchoolYear,Region,School_Short_Name,addresses,City,State,Zip ,County,Latitude,Longitude,JoinType,DriveTime_min,PercentToFullScale,PercentEntryLevelNeeded_AC,PercentEntryLevelNeeded_CP,PercentPoverty1x,PercentPoverty2x,PercentWin10min,PercentWin15min,Avg DriveTime,Median Drivetime,SD of Drivetime,SurroundingShoolsQuality
,,Rio Grande Valley,Weslaco Pike,1000 E. Pike Blvd.,Weslaco,Texas,78596,Hidalgo County,26.169897,-97.980931,inside,15,0.054,0.061,0.022,0.166,0.092,0.59,0.9,12.19,11.45,4.99,
,,Rio Grande Valley,Weslaco Pike,1000 E. Pike Blvd.,Weslaco,Texas,78596,Hidalgo County,26.169897,-97.980931,inside,10,0.156,0.171,0.091,0.446,0.278,0.59,0.9,12.19,11.45,4.99,
,,San Antonio,Brackenridge,5555 Old Pearsall Rd,San Antonio,Texas,78242,Bexar County,29.353453,-98.606819,intersect,15,0.029,0.02,0.007,0.063,0.029,0.62,0.8,10.87,8.65,7,
,,San Antonio,Brackenridge,5555 Old Pearsall Rd,San Antonio,Texas,78242,Bexar County,29.353453,-98.606819,intersect,10,0.092,0.068,0.022,0.172,0.079,0.62,0.8,10.87,8.65,7,
,,San Antonio,Brackenridge,5555 Old Pearsall Rd,San Antonio,Texas,78242,Bexar County,29.353453,-98.606819,inside,15,0.087,0.101,0.034,0.252,0.126,0.62,0.8,10.87,8.65,7,
,,San Antonio,Brackenridge,5555 Old Pearsall Rd,San Antonio,Texas,78242,Bexar County,29.353453,-98.606819,inside,10,0.328,0.791,0.269,2.874,1.265,0.62,0.8,10.87,8.65,7,
,,San Antonio,Burke,10434 Marbach Rd,San Antonio,Texas,78245,Bexar County,29.413707,-98.697531,intersect,15,0.017,0.014,0.004,0.077,0.029,0.77,0.95,10.23,8.62,6.1,
,,San Antonio,Burke,10434 Marbach Rd,San Antonio,Texas,78245,Bexar County,29.413707,-98.697531,intersect,10,0.036,0.027,0.009,0.201,0.064,0.77,0.95,10.23,8.62,6.1,
,,San Antonio,Burke,10434 Marbach Rd,San Antonio,Texas,78245,Bexar County,29.413707,-98.697531,inside,15,0.035,0.043,0.015,0.314,0.098,0.77,0.95,10.23,8.62,6.1,
,,San Antonio,Burke,10434 Marbach Rd,San Antonio,Texas,78245,Bexar County,29.413707,-98.697531,inside,10,0.08,0.088,0.034,0.718,0.225,0.77,0.95,10.23,8.62,6.1,
,,San Antonio,Carver,217 Robinson Pl,San Antonio,Texas,78202,Bexar County,29.421389,-98.472527,intersect,15,0.013,0.008,0.004,0.027,0.015,0.55,0.85,12.47,11.56,7.08,
,,San Antonio,Carver,217 Robinson Pl,San Antonio,Texas,78202,Bexar County,29.421389,-98.472527,intersect,10,0.045,0.025,0.01,0.078,0.044,0.55,0.85,12.47,11.56,7.08,
,,San Antonio,Carver,217 Robinson Pl,San Antonio,Texas,78202,Bexar County,29.421389,-98.472527,inside,15,0.022,0.018,0.007,0.05,0.028,0.55,0.85,12.47,11.56,7.08,
,,San Antonio,Carver,217 Robinson Pl,San Antonio,Texas,78202,Bexar County,29.421389,-98.472527,inside,10,0.148,0.131,0.068,0.346,0.203,0.55,0.85,12.47,11.56,7.08,
,,San Antonio,Converse,5490 FM 1516 N,Converse,Texas,78109,Bexar County,29.47767,-98.312154,intersect,15,0.027,0.017,0.008,0.082,0.038,0.27,0.85,12.18,10.38,7.32,
,,San Antonio,Converse,5490 FM 1516 N,Converse,Texas,78109,Bexar County,29.47767,-98.312154,intersect,10,0.057,0.039,0.015,0.255,0.101,0.27,0.85,12.18,10.38,7.32,
,,San Antonio,Converse,5490 FM 1516 N,Converse,Texas,78109,Bexar County,29.47767,-98.312154,inside,15,0.048,0.038,0.016,0.215,0.092,0.27,0.85,12.18,10.38,7.32,
,,San Antonio,Converse,5490 FM 1516 N,Converse,Texas,78109,Bexar County,29.47767,-98.312154,inside,10,0.138,0.17,0.084,1.816,0.629,0.27,0.85,12.18,10.38,7.32,
,,San Antonio,Eastside,2519 Martin Luther King Dr,San Antonio,Texas,78203,Bexar County,29.41511,-98.444124,intersect,15,0.018,0.011,0.004,0.036,0.019,0.85,0.95,4.7,8.95,5.78,
,,San Antonio,Eastside,2519 Martin Luther King Dr,San Antonio,Texas,78203,Bexar County,29.41511,-98.444124,intersect,10,0.06,0.035,0.014,0.108,0.056,0.85,0.95,4.7,8.95,5.78,
,,San Antonio,Eastside,2519 Martin Luther King Dr,San Antonio,Texas,78203,Bexar County,29.41511,-98.444124,inside,15,0.044,0.044,0.017,0.135,0.071,0.85,0.95,4.7,8.95,5.78,
,,San Antonio,Eastside,2519 Martin Luther King Dr,San Antonio,Texas,78203,Bexar County,29.41511,-98.444124,inside,10,0.164,0.14,0.077,0.381,0.22,0.85,0.95,4.7,8.95,5.78,
,,San Antonio,Ewing Halsell,2523 W ANSLEY BLVD,San Antonio,Texas,78224,Bexar County,29.344048,-98.54001,intersect,15,0.016,0.013,0.004,0.03,0.016,0.7,0.88,10.55,8.26,7.25,
,,San Antonio,Ewing Halsell,2523 W ANSLEY BLVD,San Antonio,Texas,78224,Bexar County,29.344048,-98.54001,intersect,10,0.04,0.032,0.011,0.069,0.039,0.7,0.88,10.55,8.26,7.25,
,,San Antonio,Ewing Halsell,2523 W ANSLEY BLVD,San Antonio,Texas,78224,Bexar County,29.344048,-98.54001,inside,15,0.024,0.025,0.008,0.053,0.029,0.7,0.88,10.55,8.26,7.25,
,,San Antonio,Ewing Halsell,2523 W ANSLEY BLVD,San Antonio,Texas,78224,Bexar County,29.344048,-98.54001,inside,10,0.099,0.14,0.043,0.342,0.181,0.7,0.88,10.55,8.26,7.25,
,,San Antonio,Hidden Meadow,10138 Culebra Rd,San Antonio,Texas,78250,Bexar County,29.489257,-98.687229,intersect,15,0.016,0.013,0.004,0.085,0.029,0.48,0.84,12.25,11.08,6.34,
,,San Antonio,Hidden Meadow,10138 Culebra Rd,San Antonio,Texas,78250,Bexar County,29.489257,-98.687229,intersect,10,0.032,0.023,0.007,0.246,0.069,0.48,0.84,12.25,11.08,6.34,
,,San Antonio,Hidden Meadow,10138 Culebra Rd,San Antonio,Texas,78250,Bexar County,29.489257,-98.687229,inside,15,0.029,0.03,0.009,0.272,0.077,0.48,0.84,12.25,11.08,6.34,
,,San Antonio,Hidden Meadow,10138 Culebra Rd,San Antonio,Texas,78250,Bexar County,29.489257,-98.687229,inside,10,0.105,0.127,0.046,1.448,0.29,0.48,0.84,12.25,11.08,6.34,
,,San Antonio,Ingram Hills,3115 Majestic Dr,San Antonio,Texas,78228,Bexar County,29.467771,-98.595411,intersect,15,0.015,0.01,0.004,0.035,0.017,0.5,0.87,10.35,9.43,6.23,
,,San Antonio,Ingram Hills,3115 Majestic Dr,San Antonio,Texas,78228,Bexar County,29.467771,-98.595411,intersect,10,0.056,0.034,0.014,0.11,0.051,0.5,0.87,10.35,9.43,6.23,
,,San Antonio,Ingram Hills,3115 Majestic Dr,San Antonio,Texas,78228,Bexar County,29.467771,-98.595411,inside,15,0.028,0.026,0.01,0.078,0.036,0.5,0.87,10.35,9.43,6.23,
,,San Antonio,Ingram Hills,3115 Majestic Dr,San Antonio,Texas,78228,Bexar County,29.467771,-98.595411,inside,10,0.13,0.171,0.075,0.451,0.2,0.5,0.87,10.35,9.43,6.23,
,,San Antonio,Judson,13427 Judson Rd.,San Antonio,Texas,78233,Bexar County,29.562258,-98.3629,intersect,15,0.019,0.011,0.005,0.069,0.031,0.69,0.72,11.22,9.83,7.1,
,,San Antonio,Judson,13427 Judson Rd.,San Antonio,Texas,78233,Bexar County,29.562258,-98.3629,intersect,10,0.043,0.023,0.011,0.154,0.063,0.69,0.72,11.22,9.83,7.1,
,,San Antonio,Judson,13427 Judson Rd.,San Antonio,Texas,78233,Bexar County,29.562258,-98.3629,inside,15,0.035,0.026,0.012,0.176,0.068,0.69,0.72,11.22,9.83,7.1,
,,San Antonio,Judson,13427 Judson Rd.,San Antonio,Texas,78233,Bexar County,29.562258,-98.3629,inside,10,0.088,0.08,0.039,0.668,0.219,0.69,0.72,11.22,9.83,7.1,
,,San Antonio,Mays,1210 Horal Rd.,San Antonio,Texas,78227,Bexar County,29.423336,-98.653308,intersect,15,0.014,0.01,0.004,0.037,0.017,0.7,0.99,9.72,8.97,6.17,
,,San Antonio,Mays,1210 Horal Rd.,San Antonio,Texas,78227,Bexar County,29.423336,-98.653308,intersect,10,0.03,0.022,0.008,0.091,0.037,0.7,0.99,9.72,8.97,6.17,
,,San Antonio,Mays,1210 Horal Rd.,San Antonio,Texas,78227,Bexar County,29.423336,-98.653308,inside,15,0.025,0.027,0.01,0.096,0.041,0.7,0.99,9.72,8.97,6.17,
,,San Antonio,Mays,1210 Horal Rd.,San Antonio,Texas,78227,Bexar County,29.423336,-98.653308,inside,10,0.071,0.08,0.032,0.368,0.137,0.7,0.99,9.72,8.97,6.17,
,,San Antonio,Monterrey Park,222 SW 39th St.,San Antonio,Texas,78237,Bexar County,29.430755,-98.578936,intersect,15,0.017,0.012,0.004,0.036,0.018,0.6,0.99,10.35,8.77,6.45,
,,San Antonio,Monterrey Park,222 SW 39th St.,San Antonio,Texas,78237,Bexar County,29.430755,-98.578936,intersect,10,0.052,0.032,0.012,0.075,0.04,0.6,0.99,10.35,8.77,6.45,
,,San Antonio,Monterrey Park,222 SW 39th St.,San Antonio,Texas,78237,Bexar County,29.430755,-98.578936,inside,15,0.03,0.031,0.011,0.068,0.038,0.6,0.99,10.35,8.77,6.45,
,,San Antonio,Monterrey Park,222 SW 39th St.,San Antonio,Texas,78237,Bexar County,29.430755,-98.578936,inside,10,0.099,0.109,0.054,0.229,0.136,0.6,0.99,10.35,8.77,6.45,
,,San Antonio,Najim,926 S WW WHITE RD,San Antonio,Texas,78220,Bexar County,29.415567,-98.405013,intersect,15,0.017,0.01,0.004,0.037,0.019,0.8,0.93,9.16,7.42,6.32,
,,San Antonio,Najim,926 S WW WHITE RD,San Antonio,Texas,78220,Bexar County,29.415567,-98.405013,intersect,10,0.045,0.025,0.01,0.089,0.045,0.8,0.93,9.16,7.42,6.32,
,,San Antonio,Najim,926 S WW WHITE RD,San Antonio,Texas,78220,Bexar County,29.415567,-98.405013,inside,15,0.035,0.032,0.013,0.1,0.053,0.8,0.93,9.16,7.42,6.32,
,,San Antonio,Najim,926 S WW WHITE RD,San Antonio,Texas,78220,Bexar County,29.415567,-98.405013,inside,10,0.144,0.144,0.059,0.374,0.211,0.8,0.93,9.16,7.42,6.32,
,,San Antonio,Robinson,10170 Kriewald,San Antonio,Texas,78245,Bexar County,29.388647,-98.689802,intersect,15,0.02,0.015,0.005,0.067,0.028,0.54,0.88,9.57,9.47,6.43,
,,San Antonio,Robinson,10170 Kriewald,San Antonio,Texas,78245,Bexar County,29.388647,-98.689802,intersect,10,0.052,0.034,0.013,0.223,0.075,0.54,0.88,9.57,9.47,6.43,
,,San Antonio,Robinson,10170 Kriewald,San Antonio,Texas,78245,Bexar County,29.388647,-98.689802,inside,15,0.049,0.057,0.022,0.35,0.121,0.54,0.88,9.57,9.47,6.43,
,,San Antonio,Robinson,10170 Kriewald,San Antonio,Texas,78245,Bexar County,29.388647,-98.689802,inside,10,0.21,0.17,0.087,1.018,0.457,0.54,0.88,9.57,9.47,6.43,
,,San Antonio,South Flores,6919 S Flores ST,San Antonio,Texas,78221,Bexar County,29.350499,-98.48875,intersect,15,0.021,0.018,0.005,0.039,0.021,0.54,0.79,10.36,8.62,6.63,
,,San Antonio,South Flores,6919 S Flores ST,San Antonio,Texas,78221,Bexar County,29.350499,-98.48875,intersect,15,0.048,0.04,0.012,0.095,0.05,0.54,0.79,10.36,8.62,6.63,
,,San Antonio,South Flores,6919 S Flores ST,San Antonio,Texas,78221,Bexar County,29.350499,-98.48875,inside,15,0.038,0.041,0.013,0.111,0.055,0.54,0.79,10.36,8.62,6.63,
,,San Antonio,South Flores,6919 S Flores ST,San Antonio,Texas,78221,Bexar County,29.350499,-98.48875,inside,15,0.118,0.178,0.044,0.395,0.199,0.54,0.79,10.36,8.62,6.63,
,,San Antonio,Walzem,6445 Walzem Rd.,San Antonio,Texas,78239,Bexar County,29.50474,-98.361469,intersect,15,0.023,0.015,0.007,0.086,0.037,0.83,0.83,9.62,8.63,6.3,
,,San Antonio,Walzem,6445 Walzem Rd.,San Antonio,Texas,78239,Bexar County,29.50474,-98.361469,intersect,10,0.047,0.029,0.012,0.15,0.065,0.83,0.83,9.62,8.63,6.3,
,,San Antonio,Walzem,6445 Walzem Rd.,San Antonio,Texas,78239,Bexar County,29.50474,-98.361469,inside,15,0.039,0.031,0.014,0.194,0.079,0.83,0.83,9.62,8.63,6.3,
,,San Antonio,Walzem,6445 Walzem Rd.,San Antonio,Texas,78239,Bexar County,29.50474,-98.361469,inside,10,0.117,0.113,0.049,0.744,0.336,0.83,0.83,9.62,8.63,6.3,
,,Southern Louisiana,Bridge,1500 N AIRWAY DRIVE,Baton Rouge,Louisiana,70815,East Baton Rouge Parish,30.4631145,-91.0998169,intersect,15,0.033,0.021,0.011,0.084,0.047,0.52,0.89,10.8,10.05,4.1,
,,Southern Louisiana,Bridge,1500 N AIRWAY DRIVE,Baton Rouge,Louisiana,70815,East Baton Rouge Parish,30.4631145,-91.0998169,intersect,10,0.059,0.034,0.018,0.129,0.071,0.52,0.89,10.8,10.05,4.1,
,,Southern Louisiana,Bridge,1500 N AIRWAY DRIVE,Baton Rouge,Louisiana,70815,East Baton Rouge Parish,30.4631145,-91.0998169,inside,15,0.049,0.038,0.02,0.132,0.074,0.52,0.89,10.8,10.05,4.1,
,,Southern Louisiana,Bridge,1500 N AIRWAY DRIVE,Baton Rouge,Louisiana,70815,East Baton Rouge Parish,30.4631145,-91.0998169,inside,10,0.154,0.134,0.09,0.405,0.248,0.52,0.89,10.8,10.05,4.1,
,,Southern Louisiana,Innovation,7800 INNOVATION DRIVE,Baton Rouge,Louisiana,70820,East Baton Rouge Parish,30.3608671,-91.1438036,intersect,15,0.098,0.067,0.032,0.556,0.266,0.56,0.67,11.53,8.42,8.37,
,,Southern Louisiana,Innovation,7800 INNOVATION DRIVE,Baton Rouge,Louisiana,70820,East Baton Rouge Parish,30.3608671,-91.1438036,intersect,10,0.15,0.114,0.046,0.685,0.336,0.56,0.67,11.53,8.42,8.37,
,,Southern Louisiana,Innovation,7800 INNOVATION DRIVE,Baton Rouge,Louisiana,70820,East Baton Rouge Parish,30.3608671,-91.1438036,inside,15,0.188,0.195,0.069,1.032,0.57,0.56,0.67,11.53,8.42,8.37,
,,Southern Louisiana,Innovation,7800 INNOVATION DRIVE,Baton Rouge,Louisiana,70820,East Baton Rouge Parish,30.3608671,-91.1438036,inside,10,0.528,0.533,0.206,1.487,1.14,0.56,0.67,11.53,8.42,8.37,
,,Southern Louisiana,University Prep,7701 PLANK RD,Baton Rouge,Louisiana,70811,East Baton Rouge Parish,30.5197796,-91.1493773,intersect,15,0.052,0.031,0.017,0.098,0.06,0.75,0.88,9.46,7.95,5.17,
,,Southern Louisiana,University Prep,7701 PLANK RD,Baton Rouge,Louisiana,70811,East Baton Rouge Parish,30.5197796,-91.1493773,intersect,10,0.091,0.053,0.028,0.134,0.086,0.75,0.88,9.46,7.95,5.17,
,,Southern Louisiana,University Prep,7701 PLANK RD,Baton Rouge,Louisiana,70811,East Baton Rouge Parish,30.5197796,-91.1493773,inside,15,0.086,0.068,0.038,0.163,0.106,0.75,0.88,9.46,7.95,5.17,
,,Southern Louisiana,University Prep,7701 PLANK RD,Baton Rouge,Louisiana,70811,East Baton Rouge Parish,30.5197796,-91.1493773,inside,10,0.192,0.147,0.082,0.281,0.206,0.75,0.88,9.46,7.95,5.17,
,,Tampa,Camden Field,9445 Camden Field Pkwy,Riverview,Florida,33578,Hillsborough County,27.90928,-82.35081,intersect,15,0.029,0.018,0.008,0.116,0.045,,,,,,
,,Tampa,Camden Field,9445 Camden Field Pkwy,Riverview,Florida,33578,Hillsborough County,27.90928,-82.35081,intersect,10,0.063,0.038,0.016,0.258,0.092,,,,,,
,,Tampa,Camden Field,9445 Camden Field Pkwy,Riverview,Florida,33578,Hillsborough County,27.90928,-82.35081,inside,6.2,0.062,0.055,0.023,0.324,0.114,,,,,,
,,Tampa,Camden Field,9445 Camden Field Pkwy,Riverview,Florida,33578,Hillsborough County,27.90928,-82.35081,inside,15.6,0.156,0.261,0.128,1.021,0.46,,,,,,
,,Tampa,Hope,5050 E 10th Ave,Tampa,Florida,33619,Hillsborough County,27.96412,-82.39956,intersect,15,0.021,0.013,0.006,0.058,0.027,0.48,0.82,11.74,11.13,5.01,
,,Tampa,Hope,5050 E 10th Ave,Tampa,Florida,33619,Hillsborough County,27.96412,-82.39956,intersect,10,0.061,0.034,0.015,0.125,0.059,0.48,0.82,11.74,11.13,5.01,
,,Tampa,Hope,5050 E 10th Ave,Tampa,Florida,33619,Hillsborough County,27.96412,-82.39956,inside,15,0.041,0.033,0.016,0.13,0.062,0.48,0.82,11.74,11.13,5.01,
,,Tampa,Hope,5050 E 10th Ave,Tampa,Florida,33619,Hillsborough County,27.96412,-82.39956,inside,10,0.149,0.139,0.064,0.412,0.224,0.48,0.82,11.74,11.13,5.01,
,,Tampa,Ignite,9801 Skewlee Rd,Thonotosassa,Florida,33592,Hillsborough County,28.050488,-82.316973,intersect,15,0.041,0.027,0.012,0.116,0.052,,,,,,
,,Tampa,Ignite,9801 Skewlee Rd,Thonotosassa,Florida,33592,Hillsborough County,28.050488,-82.316973,intersect,10,0.096,0.058,0.025,0.272,0.112,,,,,,
,,Tampa,Ignite,9801 Skewlee Rd,Thonotosassa,Florida,33592,Hillsborough County,28.050488,-82.316973,inside,15,0.09,0.102,0.039,0.387,0.174,,,,,,
,,Tampa,Ignite,9801 Skewlee Rd,Thonotosassa,Florida,33592,Hillsborough County,28.050488,-82.316973,inside,10,0.843,1.766,0.678,5,2.094,,,,,,
,,Tampa,Lakeland,1775 Interstate Dr,Lakeland,Florida,33805,Polk County,28.0685,-81.979,intersect,15,0.04,0.043,0.011,0.137,0.062,,,,,,
,,Tampa,Lakeland,1775 Interstate Dr,Lakeland,Florida,33805,Polk County,28.0685,-81.979,intersect,10,0.083,0.093,0.025,0.219,0.105,,,,,,
,,Tampa,Lakeland,1775 Interstate Dr,Lakeland,Florida,33805,Polk County,28.0685,-81.979,intersect,15,0.079,0.113,0.029,0.258,0.125,,,,,,
,,Tampa,Lakeland,1775 Interstate Dr,Lakeland,Florida,33805,Polk County,28.0685,-81.979,intersect,10,0.204,0.292,0.098,0.54,0.287,,,,,,
,,Tampa,Reynolds,811 Reynolds Rd,Lakeland,Florida,33801,Polk County,28.03443,-81.891837,intersect,15,0.043,0.051,0.012,0.139,0.062,,,,,,
,,Tampa,Reynolds,811 Reynolds Rd,Lakeland,Florida,33801,Polk County,28.03443,-81.891837,intersect,10,0.129,0.114,0.031,0.301,0.147,,,,,,
,,Tampa,Reynolds,811 Reynolds Rd,Lakeland,Florida,33801,Polk County,28.03443,-81.891837,inside,15,0.106,0.169,0.043,0.449,0.217,,,,,,
,,Tampa,Reynolds,811 Reynolds Rd,Lakeland,Florida,33801,Polk County,28.03443,-81.891837,inside,10,0.402,0.406,0.154,0.774,0.502,,,,,,
,,Tampa,Victory,11612 N NEBRASKA AVE,Tampa,Florida,33612,Hillsborough County,28.0535153,-82.4534422,intersect,15,0.023,0.016,0.007,0.061,0.029,0.7,0.88,9.04,7.72,4.29,
,,Tampa,Victory,11612 N NEBRASKA AVE,Tampa,Florida,33612,Hillsborough County,28.0535153,-82.4534422,intersect,10,0.051,0.031,0.015,0.109,0.056,0.7,0.88,9.04,7.72,4.29,
,,Tampa,Victory,11612 N NEBRASKA AVE,Tampa,Florida,33612,Hillsborough County,28.0535153,-82.4534422,inside,15,0.039,0.031,0.014,0.098,0.05,0.7,0.88,9.04,7.72,4.29,
,,Tampa,Victory,11612 N NEBRASKA AVE,Tampa,Florida,33612,Hillsborough County,28.0535153,-82.4534422,inside,10,0.094,0.08,0.033,0.212,0.112,0.7,0.88,9.04,7.72,4.29,
,,Tarrant County,Achieve,1900 Thomas Road,HALTOM CITY,Texas,76117,Tarrant County,32.79013,-97.26259,intersect,15,0.017,0.011,0.005,0.049,0.021,0.34,0.65,12.15,12.5,5.95,
,,Tarrant County,Achieve,1900 Thomas Road,HALTOM CITY,Texas,76117,Tarrant County,32.79013,-97.26259,intersect,10,0.065,0.038,0.014,0.144,0.064,0.34,0.65,12.15,12.5,5.95,
,,Tarrant County,Achieve,1900 Thomas Road,HALTOM CITY,Texas,76117,Tarrant County,32.79013,-97.26259,inside,15,0.039,0.04,0.015,0.153,0.066,0.34,0.65,12.15,12.5,5.95,
,,Tarrant County,Achieve,1900 Thomas Road,HALTOM CITY,Texas,76117,Tarrant County,32.79013,-97.26259,inside,10,0.153,0.193,0.069,0.851,0.3,0.34,0.65,12.15,12.5,5.95,
,,Tarrant County,Burleson,1268 NW RENFRO,BURLESON,Texas,76028,Tarrant County,32.5648962,-97.3510043,intersect,15,0.03,0.019,0.007,0.074,0.03,,,,,,
,,Tarrant County,Burleson,1268 NW RENFRO,BURLESON,Texas,76028,Tarrant County,32.5648962,-97.3510043,intersect,10,0.069,0.04,0.015,0.141,0.059,,,,,,
,,Tarrant County,Burleson,1268 NW RENFRO,BURLESON,Texas,76028,Tarrant County,32.5648962,-97.3510043,inside,15,0.055,0.045,0.017,0.181,0.079,,,,,,
,,Tarrant County,Burleson,1268 NW RENFRO,BURLESON,Texas,76028,Tarrant County,32.5648962,-97.3510043,inside,10,0.193,0.186,0.071,0.518,0.272,,,,,,
,,Tarrant County,Edgecliff ,1640 ALTAMESA BLVD,FORT WORTH,Texas,76134,Tarrant County,32.64811,-97.34215,intersect,15,0.015,0.011,0.004,0.048,0.02,0.76,0.92,8.52,7.33,5.14,
,,Tarrant County,Edgecliff ,1640 ALTAMESA BLVD,FORT WORTH,Texas,76134,Tarrant County,32.64811,-97.34215,intersect,10,0.03,0.02,0.009,0.093,0.038,0.76,0.92,8.52,7.33,5.14,
,,Tarrant County,Edgecliff ,1640 ALTAMESA BLVD,FORT WORTH,Texas,76134,Tarrant County,32.64811,-97.34215,inside,15,0.024,0.021,0.01,0.092,0.041,0.76,0.92,8.52,7.33,5.14,
,,Tarrant County,Edgecliff ,1640 ALTAMESA BLVD,FORT WORTH,Texas,76134,Tarrant County,32.64811,-97.34215,inside,10,0.073,0.06,0.031,0.269,0.108,0.76,0.92,8.52,7.33,5.14,
,,Tarrant County,Jim Wright,NW LOOP 820,FORT WORTH,Texas,76135,Tarrant County,32.8129178,-97.4179662,intersect,15,0.019,0.012,0.005,0.074,0.03,,,,,,
,,Tarrant County,Jim Wright,NW LOOP 820,FORT WORTH,Texas,76135,Tarrant County,32.8129178,-97.4179662,intersect,10,0.044,0.024,0.011,0.141,0.059,,,,,,
,,Tarrant County,Jim Wright,NW LOOP 820,FORT WORTH,Texas,76135,Tarrant County,32.8129178,-97.4179662,inside,15,0.039,0.035,0.017,0.181,0.079,,,,,,
,,Tarrant County,Jim Wright,NW LOOP 820,FORT WORTH,Texas,76135,Tarrant County,32.8129178,-97.4179662,inside,10,0.118,0.102,0.062,0.518,0.272,,,,,,
,,Tarrant County,Rise,3000 S. Cherry Lane,FORT WORTH,Texas,76116,Tarrant County,32.73166,-97.45087,intersect,15,0.02,0.012,0.005,0.055,0.024,0.75,0.87,9.14,7.03,6.95,
,,Tarrant County,Rise,3000 S. Cherry Lane,FORT WORTH,Texas,76116,Tarrant County,32.73166,-97.45087,intersect,10,0.055,0.033,0.013,0.18,0.077,0.75,0.87,9.14,7.03,6.95,
,,Tarrant County,Rise,3000 S. Cherry Lane,FORT WORTH,Texas,76116,Tarrant County,32.73166,-97.45087,inside,15,0.036,0.032,0.013,0.136,0.062,0.75,0.87,9.14,7.03,6.95,
,,Tarrant County,Rise,3000 S. Cherry Lane,FORT WORTH,Texas,76116,Tarrant County,32.73166,-97.45087,inside,10,0.103,0.105,0.044,0.375,0.184,0.75,0.87,9.14,7.03,6.95,
,,Tarrant County,Southeast,2935 E SEMINARY DR,FORT WORTH,Texas,76119,Tarrant County,32.68495,-97.28093,intersect,15,0.018,0.013,0.006,0.052,0.022,0.7,0.88,9.24,8.17,4.91,
,,Tarrant County,Southeast,2935 E SEMINARY DR,FORT WORTH,Texas,76119,Tarrant County,32.68495,-97.28093,intersect,10,0.045,0.03,0.014,0.103,0.046,0.7,0.88,9.24,8.17,4.91,
,,Tarrant County,Southeast,2935 E SEMINARY DR,FORT WORTH,Texas,76119,Tarrant County,32.68495,-97.28093,inside,15,0.034,0.031,0.014,0.097,0.046,0.7,0.88,9.24,8.17,4.91,
,,Tarrant County,Southeast,2935 E SEMINARY DR,FORT WORTH,Texas,76119,Tarrant County,32.68495,-97.28093,inside,10,0.138,0.111,0.057,0.353,0.175,0.7,0.88,9.24,8.17,4.91,
